itemNo|descrGER|descrENG|quantity|sort|listPrice|machineFamily
ZUB101075|Druckrakel 26cm 55-Shore|squeegee blade 26cm 55-shore|ST|1|0,0|SPSX;SPXC;SP5000 Manuell;SP5000 AUTO;SP5000 Manuell VAKUUM;SP5000 AUTO VAKUUM;70x120;SPiQ-2 US;Single Print WAND VAKUUM;Single Print FAHRBAR;Single Print FAHRBAR VAKUUM;45x70;50x70;70x100;80x110;80x120;90x120;SPiQ US;SPiQ AUTO US;SPiQ COMPACT US;SPiQ COMPACT AUTO US;43x50;45x55;Single Print WAND;SPiQ-2;SP5000 Manuell US;SP5000 Manuell VAKUUM US;SP5000 AUTO US;SP5000 AUTO VAKUUM US;SPiQ;SPiQ AUTO;SPiQ COMPACT;SPiQ COMPACT AUTO;SPSXLF;SPSXLS
ZUB101078|Starterpaket für MHM VPro|starter pack for MHM Digital VPro|ST|10|638,665|SPSX;SPXC;SP5000 Manuell;SP5000 AUTO;SP5000 Manuell VAKUUM;SP5000 AUTO VAKUUM;50x70;SPiQ-2 US;SPiQ AUTO US;SPiQ COMPACT US;SPiQ COMPACT AUTO US;43x50;45x55;45x70;SPiQ-2;SP5000 Manuell US;SP5000 Manuell VAKUUM US;SP5000 AUTO US;SP5000 AUTO VAKUUM US;SPiQ US;SPiQ;SPiQ AUTO;SPiQ COMPACT;SPiQ COMPACT AUTO;SPSXLF;SPSXLS
ZUB101864|Alu-Palette mit Hals 45x80cm_400|alu-pallet with neck 45x80cm_400|ST|3|85,99563|SPSX;SPXC;45x55;SPiQ COMPACT US;SPiQ COMPACT AUTO US;43x50;SPiQ COMPACT;SPiQ COMPACT AUTO
ZUB101865|Alu-Palette mit Hals 32x80cm_400|alu-pallet with neck 32x80cm_400|ST|3|85,764|SPSX;SPXC;SPiQ COMPACT;SPiQ COMPACT AUTO;SPiQ COMPACT US;SPiQ COMPACT AUTO US;43x50;45x55
ZUB101885|MHM Adapterstück für Rollerframe|MHM adapter piece for rollerframe|ST|4|1,30751|SPSX;SPXC;SP5000 Manuell;SP5000 AUTO;SP5000 Manuell VAKUUM;SP5000 AUTO VAKUUM;70x120;SPiQ-2 US;Single Print WAND VAKUUM;Single Print FAHRBAR;Single Print FAHRBAR VAKUUM;45x70;50x70;70x100;80x110;80x120;90x120;SPiQ US;SPiQ AUTO US;SPiQ COMPACT US;SPiQ COMPACT AUTO US;43x50;45x55;Single Print WAND;SPiQ-2;SP5000 Manuell US;SP5000 Manuell VAKUUM US;SP5000 AUTO US;SP5000 AUTO VAKUUM US;SPiQ;SPiQ AUTO;SPiQ COMPACT;SPiQ COMPACT AUTO;SPSXLF;SPSXLS
ZUB101943|Alu-Palette ohne Hals 36x80cm_400|alu-pallet without neck 36x80cm_400|ST|3|73,164|SPSX;SPXC;SPiQ COMPACT;SPiQ COMPACT AUTO;SPiQ COMPACT US;SPiQ COMPACT AUTO US;43x50;45x55
ZUB101963|Alu-Ärmelpalette klappbar 11x17x80cm_500|alu-sleeve pallet hinged 11x17x80cm_500|ST|3|215,12261|SP5000 Manuell;SP5000 AUTO;SP5000 Manuell VAKUUM;SP5000 AUTO VAKUUM;SPiQ;SPiQ AUTO;50x70;SP5000 Manuell US;SP5000 Manuell VAKUUM US;SP5000 AUTO US;SP5000 AUTO VAKUUM US;SPiQ US;SPiQ AUTO US
ZUB101969|Alu-Palette mit Hals 36x100cm_500|alu-pallet with neck 36x100cm_500|ST|3|90,2175|SP5000 Manuell;SP5000 AUTO;SP5000 Manuell VAKUUM;SP5000 AUTO VAKUUM;SPiQ;SPiQ AUTO;50x70;70x100;80x110;80x120;90x120;70x120;SP5000 Manuell US;SP5000 Manuell VAKUUM US;SP5000 AUTO US;SP5000 AUTO VAKUUM US;SPiQ US;SPiQ AUTO US
ZUB101970|Druckrakel 40cm 75-Shore|squeegee blade 40cm 75-shore|ST|1|13,758|SPSX;SPXC;SP5000 Manuell;Single Print FAHRBAR VAKUUM;90x120;70x120;SPiQ-2 US;Single Print WAND VAKUUM;Single Print FAHRBAR;45x70;50x70;70x100;80x110;80x120;SPiQ COMPACT AUTO US;43x50;45x55;SPiQ US;SPiQ AUTO US;SPiQ COMPACT US;SP5000 Manuell VAKUUM US;SP5000 AUTO US;SP5000 AUTO VAKUUM US;Single Print WAND;SPiQ-2;SP5000 Manuell US;SPiQ COMPACT AUTO;SPSXLF;SPSXLS;SPiQ;SPiQ AUTO;SPiQ COMPACT;SP5000 AUTO;SP5000 Manuell VAKUUM;SP5000 AUTO VAKUUM
ZUB101971|Flutrakel high 40cm|flood blade high 40cm|ST|2|8,93029|SP5000 Manuell;SP5000 AUTO;SP5000 Manuell VAKUUM;SP5000 AUTO VAKUUM;SPiQ AUTO;SPiQ COMPACT AUTO;70x120;45x55;50x70;70x100;80x110;80x120;90x120;SP5000 Manuell US;SP5000 Manuell VAKUUM US;SP5000 AUTO US;SP5000 AUTO VAKUUM US;SPiQ AUTO US;SPiQ COMPACT AUTO US
ZUB101996|Alu-Einlegerahmen 45x55cm|alu insert frame 45x55cm|ST|4|11,31417|SPSX;SPiQ COMPACT;SPiQ COMPACT AUTO;SPiQ COMPACT US;SPiQ COMPACT AUTO US;45x55
ZUB102008|Druckrakel 52cm 65-Shore|"squeegee blade 52cm (20,4"") 65-shore"|ST|1|15,18477|SPSX;SP5000 Manuell;SP5000 AUTO;SP5000 Manuell VAKUUM;SP5000 AUTO VAKUUM;SPiQ;90x120;70x120;SPiQ-2 US;Single Print WAND VAKUUM;Single Print FAHRBAR;Single Print FAHRBAR VAKUUM;45x55;45x70;50x70;70x100;80x110;80x120;SP5000 AUTO VAKUUM US;SPiQ US;SPiQ AUTO US;SPiQ COMPACT US;SPiQ COMPACT AUTO US;Single Print WAND;SPiQ-2;SP5000 Manuell US;SP5000 Manuell VAKUUM US;SP5000 AUTO US;SPiQ AUTO;SPiQ COMPACT;SPiQ COMPACT AUTO;SPSXLF;SPSXLS
ZUB102009|Druckrakel 40cm 65-Shore|"squeegee blade 40cm(16"") 65-shore"|ST|1|15,26111|SPSX;SPXC;SP5000 Manuell;SP5000 AUTO;SP5000 Manuell VAKUUM;SP5000 AUTO VAKUUM;70x120;SPiQ-2 US;Single Print WAND VAKUUM;Single Print FAHRBAR;Single Print FAHRBAR VAKUUM;45x70;50x70;70x100;80x110;80x120;90x120;SPiQ US;SPiQ AUTO US;SPiQ COMPACT US;SPiQ COMPACT AUTO US;43x50;45x55;Single Print WAND;SPiQ-2;SP5000 Manuell US;SP5000 Manuell VAKUUM US;SP5000 AUTO US;SP5000 AUTO VAKUUM US;SPiQ;SPiQ AUTO;SPiQ COMPACT;SPiQ COMPACT AUTO;SPSXLF;SPSXLS
ZUB102010|Druckrakel 52cm 55-Shore|"squeegee blade 52cm(20,4"") 55-shore"|ST|1|12,06667|SPSX;SP5000 Manuell;SP5000 AUTO;SP5000 Manuell VAKUUM;SP5000 AUTO VAKUUM;SPiQ;Single Print WAND VAKUUM;Single Print FAHRBAR;Single Print FAHRBAR VAKUUM;70x100;80x110;80x120;90x120;70x120;SPiQ-2 US;SPiQ AUTO US;SPiQ COMPACT US;SPiQ COMPACT AUTO US;45x55;45x70;50x70;SPiQ-2;SP5000 Manuell US;SP5000 Manuell VAKUUM US;SP5000 AUTO US;SP5000 AUTO VAKUUM US;SPiQ US;SPiQ AUTO;SPiQ COMPACT;SPiQ COMPACT AUTO;SPSXLF;SPSXLS;Single Print WAND
ZUB102015|Alu-Palette mit Hals 40x100cm_500|alu-pallet with neck 40x100cm_500|ST|3|98,17795|SP5000 Manuell;SP5000 AUTO;SP5000 Manuell VAKUUM;SP5000 AUTO VAKUUM;SPiQ;SPiQ AUTO;50x70;70x100;80x110;80x120;90x120;70x120;SP5000 Manuell US;SP5000 Manuell VAKUUM US;SP5000 AUTO US;SP5000 AUTO VAKUUM US;SPiQ US;SPiQ AUTO US
ZUB102107|Druckrakel 32cm 65-Shore|"squeegee blade 32cm(12,6"") 65-shore"|ST|1|14,00615|SPSX;SPXC;SP5000 Manuell;SP5000 AUTO;70x120;SPiQ-2 US;Single Print WAND VAKUUM;Single Print FAHRBAR;Single Print FAHRBAR VAKUUM;70x100;80x110;80x120;90x120;SPiQ COMPACT AUTO US;43x50;45x55;45x70;50x70;SP5000 AUTO VAKUUM US;SPiQ US;SPiQ AUTO US;SPiQ COMPACT US;SP5000 Manuell US;SP5000 Manuell VAKUUM US;SP5000 AUTO US;SPSXLS;Single Print WAND;SPiQ-2;SPiQ;SPiQ AUTO;SPiQ COMPACT;SPiQ COMPACT AUTO;SPSXLF;SP5000 Manuell VAKUUM;SP5000 AUTO VAKUUM
ZUB102142|Flutrakel low 13cm|flood blade low 13cm|ST|2|8,25625|SPSX;SPXC;SPiQ;SPiQ-2 US;Single Print WAND VAKUUM;Single Print FAHRBAR;Single Print FAHRBAR VAKUUM;50x70;70x100;80x110;80x120;90x120;70x120;43x50;45x55;45x70;Single Print WAND;SPiQ-2;SPiQ US;SPiQ COMPACT US;SPiQ COMPACT;SPSXLF;SPSXLS
ZUB102143|Alu-Palette ohne Hals 32x80cm_400|alu-pallet without neck 32x80cm_400|ST|3|88,501|SPSX;SPXC;43x50;45x55;SPiQ COMPACT;SPiQ COMPACT AUTO;SPiQ COMPACT US;SPiQ COMPACT AUTO US
ZUB102144|Alu-Palette ohne Hals 45x80cm_400|alu-pallet without neck 45x80cm_400|ST|3|88,64|SPSX;SPXC;SPiQ COMPACT;SPiQ COMPACT AUTO;SPiQ COMPACT US;SPiQ COMPACT AUTO US;43x50;45x55
ZUB102145|Druckrakel 13cm 75-Shore|"squeegee blade 13cm(5,1"") 75-shore"|ST|1|13,57827|SPSX;SPXC;SP5000 Manuell;SP5000 AUTO;SP5000 Manuell VAKUUM;SP5000 AUTO VAKUUM;70x120;SPiQ-2 US;Single Print WAND VAKUUM;Single Print FAHRBAR;Single Print FAHRBAR VAKUUM;45x70;50x70;70x100;80x110;80x120;90x120;SPiQ US;SPiQ AUTO US;SPiQ COMPACT US;SPiQ COMPACT AUTO US;43x50;45x55;Single Print WAND;SPiQ-2;SP5000 Manuell US;SP5000 Manuell VAKUUM US;SP5000 AUTO US;SP5000 AUTO VAKUUM US;SPiQ;SPiQ AUTO;SPiQ COMPACT;SPiQ COMPACT AUTO;SPSXLF;SPSXLS
ZUB102153|Druckrakel 72cm 65-Shore|"squeegee blade 72cm (28,3"") 65-shore"|ST|1|18,288|SP5000 Manuell;SP5000 AUTO;SP5000 Manuell VAKUUM;SP5000 AUTO VAKUUM;SPiQ;SPiQ AUTO;70x120;SPiQ-2 US;Single Print WAND VAKUUM;Single Print FAHRBAR;Single Print FAHRBAR VAKUUM;SPiQ US;SPiQ AUTO US;70x100;80x110;80x120;90x120;Single Print WAND;SPiQ-2;SP5000 Manuell US;SP5000 Manuell VAKUUM US;SP5000 AUTO US;SP5000 AUTO VAKUUM US
ZUB102187|Alu-Palette mit Hals 36x80cm_400|alu-pallet with neck 36x80cm_400|ST|3|84,50333|SPSX;SPXC;SPiQ COMPACT;SPiQ COMPACT AUTO;SPiQ COMPACT US;SPiQ COMPACT AUTO US;43x50;45x55
ZUB102192|Druckrakel 45cm 85-Shore|"squeegee blade 45cm(17,7"") 85-shore"|ST|1|14,515|SPSX;SPXC;SP5000 Manuell;70x120;SPiQ-2 US;Single Print WAND VAKUUM;Single Print FAHRBAR;Single Print FAHRBAR VAKUUM;80x110;80x120;90x120;45x70;50x70;70x100;SPiQ AUTO US;SPiQ COMPACT US;SPiQ COMPACT AUTO US;43x50;45x55;SP5000 Manuell VAKUUM US;SP5000 AUTO US;SP5000 AUTO VAKUUM US;SPiQ US;Single Print WAND;SPiQ-2;SP5000 Manuell US;SPiQ AUTO;SPiQ COMPACT;SPiQ COMPACT AUTO;SPSXLF;SPSXLS;SP5000 AUTO;SP5000 Manuell VAKUUM;SP5000 AUTO VAKUUM;SPiQ
ZUB102233|Druckrakel 36cm 75-Shore|"squeegee blade 36cm(14,1"") 75-shore"|ST|1|13,39833|SPSX;SPXC;SP5000 Manuell;SP5000 AUTO;SP5000 Manuell VAKUUM;SP5000 AUTO VAKUUM;Single Print FAHRBAR;Single Print FAHRBAR VAKUUM;80x110;80x120;90x120;70x120;SPiQ-2 US;Single Print WAND VAKUUM;43x50;45x55;45x70;50x70;70x100;SP5000 AUTO US;SP5000 AUTO VAKUUM US;SPiQ US;SPiQ AUTO US;SPiQ COMPACT US;SPiQ COMPACT AUTO US;Single Print WAND;SPiQ-2;SP5000 Manuell US;SP5000 Manuell VAKUUM US;SPiQ;SPiQ AUTO;SPiQ COMPACT;SPiQ COMPACT AUTO;SPSXLF;SPSXLS
ZUB102237|Druckrakel 45cm 65-Shore|squeegee blade 45cm (17,7'') 65-shore|ST|1|13,82|SPSX;SPXC;SP5000 Manuell;SP5000 AUTO;SP5000 Manuell VAKUUM;SP5000 AUTO VAKUUM;70x120;SPiQ-2 US;Single Print WAND VAKUUM;Single Print FAHRBAR;Single Print FAHRBAR VAKUUM;45x70;50x70;70x100;80x110;80x120;90x120;SPiQ US;SPiQ AUTO US;SPiQ COMPACT US;SPiQ COMPACT AUTO US;43x50;45x55;Single Print WAND;SPiQ-2;SP5000 Manuell US;SP5000 Manuell VAKUUM US;SP5000 AUTO US;SP5000 AUTO VAKUUM US;SPiQ;SPiQ AUTO;SPiQ COMPACT;SPiQ COMPACT AUTO;SPSXLF;SPSXLS
ZUB102266|Flutrakel low 40cm|flood blade low 40cm|ST|2|7,85529|SPSX;SPXC;SPiQ;SPiQ COMPACT;SPSXLF;Single Print FAHRBAR;Single Print FAHRBAR VAKUUM;80x110;80x120;90x120;70x120;SPiQ-2 US;Single Print WAND VAKUUM;43x50;45x55;45x70;50x70;70x100;SPSXLS;Single Print WAND;SPiQ-2;SPiQ US;SPiQ COMPACT US
ZUB102313|Alu-Ärmelpalette Doppelbestückung 13x80cm_400|alu-sleeve pallet double assembly 13x80cm_400|ST|3|166,4175|SPSX;SPXC;43x50;45x55;SPiQ COMPACT US;SPiQ COMPACT AUTO US;SPiQ COMPACT;SPiQ COMPACT AUTO
ZUB102337|Alu-Palette ohne Hals 45x100cm_500|alu-pallet without neck 45x100cm_500|ST|3|83,01786|SP5000 Manuell;SP5000 AUTO;SP5000 Manuell VAKUUM;SP5000 AUTO VAKUUM;SPiQ;SPiQ AUTO;50x70;70x100;80x110;80x120;90x120;70x120;SP5000 Manuell US;SP5000 Manuell VAKUUM US;SP5000 AUTO US;SP5000 AUTO VAKUUM US;SPiQ US;SPiQ AUTO US
ZUB102340|Flutrakel low 36cm|flood blade low 36cm|ST|2|7,12909|SPSX;SPXC;SPiQ;SPiQ COMPACT;SPSXLF;Single Print FAHRBAR;Single Print FAHRBAR VAKUUM;80x110;80x120;90x120;70x120;SPiQ-2 US;Single Print WAND VAKUUM;43x50;45x55;45x70;50x70;70x100;SPSXLS;Single Print WAND;SPiQ-2;SPiQ US;SPiQ COMPACT US
ZUB102374|Druckrakel 52cm 85-Shore|"squeegee blade 52cm(20,5"") 85-shore"|ST|1|15,02|SPSX;SP5000 Manuell;SP5000 AUTO;SP5000 Manuell VAKUUM;SP5000 AUTO VAKUUM;SPiQ;Single Print WAND VAKUUM;Single Print FAHRBAR;Single Print FAHRBAR VAKUUM;70x100;80x110;80x120;90x120;70x120;SPiQ-2 US;SPiQ AUTO US;SPiQ COMPACT US;SPiQ COMPACT AUTO US;45x55;45x70;50x70;SPiQ-2;SP5000 Manuell US;SP5000 Manuell VAKUUM US;SP5000 AUTO US;SP5000 AUTO VAKUUM US;SPiQ US;SPiQ AUTO;SPiQ COMPACT;SPiQ COMPACT AUTO;SPSXLF;SPSXLS;Single Print WAND
ZUB102375|Druckrakel 32cm 85-Shore|"squeegee blade 32cm(12,6"") 85-shore"|ST|1|10,5575|SPSX;SPXC;SP5000 Manuell;SP5000 AUTO;SP5000 Manuell VAKUUM;SP5000 AUTO VAKUUM;70x120;SPiQ-2 US;Single Print WAND VAKUUM;Single Print FAHRBAR;Single Print FAHRBAR VAKUUM;45x70;50x70;70x100;80x110;80x120;90x120;SPiQ US;SPiQ AUTO US;SPiQ COMPACT US;SPiQ COMPACT AUTO US;43x50;45x55;Single Print WAND;SPiQ-2;SP5000 Manuell US;SP5000 Manuell VAKUUM US;SP5000 AUTO US;SP5000 AUTO VAKUUM US;SPiQ;SPiQ AUTO;SPiQ COMPACT;SPiQ COMPACT AUTO;SPSXLF;SPSXLS
ZUB102394|Alu-Palette ohne Hals 32x100cm_500|alu-pallet without neck 32x100cm_500|ST|3|90,81056|SP5000 Manuell;SP5000 AUTO;80x120;90x120;70x120;50x70;70x100;80x110;SP5000 AUTO VAKUUM US;SPiQ US;SPiQ AUTO US;SP5000 Manuell US;SP5000 Manuell VAKUUM US;SP5000 AUTO US;SPiQ AUTO;SP5000 Manuell VAKUUM;SP5000 AUTO VAKUUM;SPiQ
ZUB102396|Alu-Ärmelpalette Doppelbestückung 13x80cm_500|alu-sleeve pallet double assembly 13x80cm_500|ST|3|157,39|SP5000 Manuell;SP5000 AUTO;SP5000 Manuell VAKUUM;SP5000 AUTO VAKUUM;SPiQ;SPiQ AUTO;50x70;SP5000 Manuell US;SP5000 Manuell VAKUUM US;SP5000 AUTO US;SP5000 AUTO VAKUUM US;SPiQ US;SPiQ AUTO US
ZUB102434|Alu-Palette mit Hals 26x80cm_400|alu-pallet with neck 26x80cm_400|ST|3|84,9875|SPSX;SPXC;SPiQ COMPACT;SPiQ COMPACT AUTO;SPiQ COMPACT US;SPiQ COMPACT AUTO US;43x50;45x55
ZUB102450|Druckrakel 26cm 85-Shore|squeegee blade 26cm(10,2) 85-shore|ST|1|17,59|SPSX;SPXC;SP5000 Manuell;SP5000 AUTO;SP5000 Manuell VAKUUM;SP5000 AUTO VAKUUM;70x120;SPiQ-2 US;Single Print WAND VAKUUM;Single Print FAHRBAR;Single Print FAHRBAR VAKUUM;45x70;50x70;70x100;80x110;80x120;90x120;SPiQ US;SPiQ AUTO US;SPiQ COMPACT US;SPiQ COMPACT AUTO US;43x50;45x55;Single Print WAND;SPiQ-2;SP5000 Manuell US;SP5000 Manuell VAKUUM US;SP5000 AUTO US;SP5000 AUTO VAKUUM US;SPiQ;SPiQ AUTO;SPiQ COMPACT;SPiQ COMPACT AUTO;SPSXLF;SPSXLS
ZUB102454|Alu-Palette mit Hals 40x80cm_400|alu-pallet with neck 40x80cm_400|ST|3|86,32571|SPSX;SPXC;SPiQ COMPACT;SPiQ COMPACT AUTO;SPiQ COMPACT US;SPiQ COMPACT AUTO US;43x50;45x55
ZUB103101|Kühlstation CM 4355|cooling station CM 4355|ST|5|0,0|SPXC;43x50
ZUB103155|Kühlstation CM 4661|cooling station CM 4661|ST|5|1325,25|SPSX;SPiQ COMPACT;SPiQ COMPACT AUTO;SPSXLS;SPiQ COMPACT US;SPiQ COMPACT AUTO US;45x55;45x70
ZUB103657|Textil-Trockner LEVEL|textile dryer LEVEL|ST|6|0,0|SPSX;SPXC;SP5000 Manuell;SP5000 AUTO;SP5000 Manuell VAKUUM;80x110;80x120;90x120;70x120;45x55;45x70;50x70;70x100;SPiQ COMPACT AUTO;SPSXLF;SPSXLS;SPiQ-2;43x50;SP5000 AUTO VAKUUM;SPiQ;SPiQ AUTO;SPiQ COMPACT
ZUB103973|Alu-Palette ohne Hals 40x100cm_500|alu-pallet without neck 40x100cm_500|ST|3|89,49|SP5000 Manuell;SP5000 AUTO;SP5000 Manuell VAKUUM;SP5000 AUTO VAKUUM;SPiQ;SPiQ AUTO;50x70;70x100;80x110;80x120;90x120;70x120;SP5000 Manuell US;SP5000 Manuell VAKUUM US;SP5000 AUTO US;SP5000 AUTO VAKUUM US;SPiQ US;SPiQ AUTO US
ZUB103976|Alu-Palette ohne Hals 26x80cm_400|alu-pallet without neck 26x80cm_400|ST|3|84,98714|SPSX;SPXC;SPiQ COMPACT;SPiQ COMPACT AUTO;SPiQ COMPACT US;SPiQ COMPACT AUTO US;43x50;45x55
ZUB103979|Druckrakel 50cm 65-Shore|"squeegee blade 50cm(19,6"") 65-shore"|ST|1|14,09667|SPSX;SPXC;SP5000 Manuell;SP5000 AUTO;SP5000 Manuell VAKUUM;SP5000 AUTO VAKUUM;70x120;SPiQ-2 US;Single Print WAND VAKUUM;Single Print FAHRBAR;Single Print FAHRBAR VAKUUM;45x70;50x70;70x100;80x110;80x120;90x120;SPiQ US;SPiQ AUTO US;SPiQ COMPACT US;SPiQ COMPACT AUTO US;43x50;45x55;Single Print WAND;SPiQ-2;SP5000 Manuell US;SP5000 Manuell VAKUUM US;SP5000 AUTO US;SP5000 AUTO VAKUUM US;SPiQ;SPiQ AUTO;SPiQ COMPACT;SPiQ COMPACT AUTO;SPSXLF;SPSXLS
ZUB103982|Alu-Palette ohne Hals & Gummiauflage 2mm 26x80cm_4|alu-pallet without neck and rubber coated 26x80cm_|ST|3|153,34625|SPSX;SPXC;SPiQ COMPACT;SPiQ COMPACT AUTO;SPiQ COMPACT US;SPiQ COMPACT AUTO US;43x50;45x55
ZUB103983|Alu-Palette mit Hals & Gummiauflage 2mm 26x80cm_40|alu-pallet with neck and rubber coated 26x80cm_400|ST|3|153,345|SPSX;SPXC;SPiQ COMPACT;SPiQ COMPACT AUTO;SPiQ COMPACT US;SPiQ COMPACT AUTO US;43x50;45x55
ZUB103984|Alu-Palette mit Hals & Gummiauflage 2mm 45x100cm_5|alu-pallet with neck and rubber coated 45x100cm_50|ST|3|319,39389|SP5000 Manuell;SP5000 AUTO;SP5000 Manuell VAKUUM;SP5000 AUTO VAKUUM;SPiQ;90x120;70x120;SPiQ US;SPiQ AUTO US;50x70;70x100;80x110;80x120;SPiQ AUTO;SP5000 Manuell US;SP5000 Manuell VAKUUM US;SP5000 AUTO US;SP5000 AUTO VAKUUM US
ZUB104114|Druckrakel 50cm 75-Shore|"squeegee blade 50cm(19,6"") 75-shore"|ST|1|15,2775|SPSX;SPXC;SPiQ-2 US;Single Print WAND VAKUUM;Single Print FAHRBAR;Single Print FAHRBAR VAKUUM;80x110;80x120;90x120;70x120;45x55;45x70;50x70;70x100;SPiQ COMPACT US;SPiQ COMPACT AUTO US;43x50;SP5000 AUTO VAKUUM US;SPiQ US;SPiQ AUTO US;SP5000 Manuell VAKUUM US;SP5000 AUTO US;SPiQ-2;SP5000 Manuell US;SPSXLF;SPSXLS;Single Print WAND;SPiQ AUTO;SPiQ COMPACT;SPiQ COMPACT AUTO;SP5000 Manuell VAKUUM;SP5000 AUTO VAKUUM;SPiQ;SP5000 Manuell;SP5000 AUTO
ZUB104115|Druckrakel 50cm 85-Shore|"squeegee blade 50cm(19,6"") 85-shore"|ST|1|15,84|SPSX;SPXC;SP5000 Manuell;SP5000 AUTO;SP5000 Manuell VAKUUM;SP5000 AUTO VAKUUM;70x120;SPiQ-2 US;Single Print WAND VAKUUM;Single Print FAHRBAR;Single Print FAHRBAR VAKUUM;45x70;50x70;70x100;80x110;80x120;90x120;SPiQ US;SPiQ AUTO US;SPiQ COMPACT US;SPiQ COMPACT AUTO US;43x50;45x55;Single Print WAND;SPiQ-2;SP5000 Manuell US;SP5000 Manuell VAKUUM US;SP5000 AUTO US;SP5000 AUTO VAKUUM US;SPiQ;SPiQ AUTO;SPiQ COMPACT;SPiQ COMPACT AUTO;SPSXLF;SPSXLS
ZUB104116|Flutrakel low 50cm|flood blade low 50cm|ST|2|8,66762|SPSX;SPiQ;SPiQ COMPACT;SPSXLF;SPSXLS;Single Print WAND;Single Print WAND VAKUUM;Single Print FAHRBAR;Single Print FAHRBAR VAKUUM;70x100;80x110;80x120;90x120;70x120;SPiQ-2 US;SPiQ-2;SPiQ US;SPiQ COMPACT US;45x55;45x70;50x70
ZUB104117|Alu-Palette ohne Hals 52x80cm_400|alu-pallet without neck 52x80cm_400|ST|3|93,80429|SPSX;SPiQ COMPACT;SPiQ COMPACT AUTO;SPiQ COMPACT US;SPiQ COMPACT AUTO US;45x55
ZUB104118|Druckrakel 13cm 65-Shore|"squeegee blade 13cm(5,1"") 65-shore"|ST|1|11,071|SPSX;SPXC;SP5000 Manuell;SPiQ-2 US;Single Print WAND VAKUUM;Single Print FAHRBAR;Single Print FAHRBAR VAKUUM;70x100;80x110;80x120;90x120;70x120;43x50;45x55;45x70;50x70;SPiQ US;SPiQ AUTO US;SPiQ COMPACT US;SPiQ COMPACT AUTO US;SP5000 Manuell VAKUUM US;SP5000 AUTO US;SP5000 AUTO VAKUUM US;SPSXLF;SPSXLS;Single Print WAND;SPiQ-2;SP5000 Manuell US;SPiQ;SPiQ AUTO;SPiQ COMPACT;SPiQ COMPACT AUTO;SP5000 AUTO;SP5000 Manuell VAKUUM;SP5000 AUTO VAKUUM
ZUB104119|Druckrakel 13cm 85-Shore|"squeegee blade 13cm(5,1"") 85-shore"|ST|1|12,9025|SPSX;SPXC;SP5000 Manuell;SP5000 AUTO;SP5000 Manuell VAKUUM;SP5000 AUTO VAKUUM;70x120;SPiQ-2 US;Single Print WAND VAKUUM;Single Print FAHRBAR;Single Print FAHRBAR VAKUUM;45x70;50x70;70x100;80x110;80x120;90x120;SPiQ US;SPiQ AUTO US;SPiQ COMPACT US;SPiQ COMPACT AUTO US;43x50;45x55;Single Print WAND;SPiQ-2;SP5000 Manuell US;SP5000 Manuell VAKUUM US;SP5000 AUTO US;SP5000 AUTO VAKUUM US;SPiQ;SPiQ AUTO;SPiQ COMPACT;SPiQ COMPACT AUTO;SPSXLF;SPSXLS
ZUB104121|Alu-Palette ohne Hals 40x80cm_400|alu-pallet without neck 40x80cm_400|ST|3|84,125|SPSX;SPXC;SPiQ COMPACT;SPiQ COMPACT AUTO;SPiQ COMPACT US;SPiQ COMPACT AUTO US;43x50;45x55
ZUB104132|Flutrakel high 13cm|flood blade high 13cm|ST|2|12,1975|SP5000 Manuell;SP5000 AUTO;SP5000 Manuell VAKUUM;SP5000 AUTO VAKUUM;SPiQ AUTO;SPiQ COMPACT AUTO;70x120;45x55;50x70;70x100;80x110;80x120;90x120;SP5000 Manuell US;SP5000 Manuell VAKUUM US;SP5000 AUTO US;SP5000 AUTO VAKUUM US;SPiQ AUTO US;SPiQ COMPACT AUTO US
ZUB104192|Flutrakel high 36cm|flood blade high 36cm|ST|2|9,99875|SP5000 Manuell;SP5000 AUTO;SP5000 Manuell VAKUUM;SP5000 AUTO VAKUUM;SPiQ AUTO;SPiQ COMPACT AUTO;70x120;45x55;50x70;70x100;80x110;80x120;90x120;SP5000 Manuell US;SP5000 Manuell VAKUUM US;SP5000 AUTO US;SP5000 AUTO VAKUUM US;SPiQ AUTO US;SPiQ COMPACT AUTO US
ZUB104286|Druckrakel 36cm 55-Shore|"squeegee blade 36cm(14,1"") 55-shore"|ST|1|9,16333|SPSX;SPXC;SP5000 Manuell;SP5000 AUTO;Single Print WAND VAKUUM;Single Print FAHRBAR;Single Print FAHRBAR VAKUUM;90x120;70x120;SPiQ-2 US;70x100;80x110;80x120;45x55;45x70;50x70;SPiQ COMPACT US;SPiQ COMPACT AUTO US;43x50;SP5000 AUTO VAKUUM US;SPiQ US;SPiQ AUTO US;SP5000 Manuell US;SP5000 Manuell VAKUUM US;SP5000 AUTO US;SPSXLF;SPSXLS;Single Print WAND;SPiQ-2;SP5000 Manuell VAKUUM;SP5000 AUTO VAKUUM;SPiQ;SPiQ AUTO;SPiQ COMPACT;SPiQ COMPACT AUTO
